image,MOS,set
heavyrain163.png,8.3612,validation
heavyrain140.png,8.3612,validation
heavyrain372.png,8.3612,validation
heavyrain235.png,8.3612,validation
heavyrain385.png,8.3612,validation
heavyrain287.png,8.3612,validation
heavyrain337.png,8.3612,validation
cloudy345.png,75.9835,training
cloudy193.png,75.9835,training
cloudy151.png,75.9835,training
cloudy15.png,75.9835,training
cloudy179.png,75.9835,training
cloudy287.png,75.9835,training
cloudy207.png,75.9835,training
cloudy59.png,75.9835,training
cloudy67.png,75.9835,training
cloudy55.png,75.9835,training
cloudy87.png,75.9835,training
cloudy104.png,75.9835,training
cloudy456.png,75.9835,training
cloudy114.png,75.9835,training
cloudy138.png,75.9835,training
cloudy251.png,75.9835,training
cloudy462.png,75.9835,training
cloudy198.png,75.9835,training
cloudy399.png,75.9835,training
cloudy157.png,75.9835,training
cloudy390.png,75.9835,training
cloudy492.png,75.9835,training
cloudy364.png,75.9835,training
cloudy477.png,75.9835,training
cloudy239.png,75.9835,training
cloudy66.png,75.9835,training
cloudy217.png,75.9835,training
cloudy413.png,75.9835,training
cloudy467.png,75.9835,training
cloudy412.png,75.9835,training
cloudy7.png,75.9835,training
cloudy41.png,75.9835,training
cloudy221.png,75.9835,training
cloudy5.png,75.9835,training
cloudy161.png,75.9835,training
cloudy119.png,75.9835,training
cloudy25.png,75.9835,training
cloudy351.png,75.9835,training
cloudy421.png,75.9835,training
cloudy35.png,75.9835,training
cloudy389.png,75.9835,training
cloudy452.png,75.9835,training
cloudy337.png,75.9835,training
cloudy17.png,75.9835,training
cloudy324.png,75.9835,training
cloudy417.png,75.9835,training
cloudy220.png,75.9835,training
cloudy1.png,75.9835,training
cloudy105.png,75.9835,training
cloudy123.png,75.9835,training
cloudy498.png,75.9835,training
cloudy411.png,75.9835,training
cloudy455.png,75.9835,training
cloudy69.png,75.9835,training
cloudy141.png,75.9835,training
cloudy247.png,75.9835,training
cloudy2.png,75.9835,training
cloudy210.png,75.9835,training
cloudy253.png,75.9835,training
cloudy500.png,75.9835,training
cloudy473.png,75.9835,training
cloudy377.png,75.9835,training
cloudy342.png,75.9835,training
cloudy9.png,75.9835,training
cloudy134.png,75.9835,training
cloudy464.png,75.9835,training
cloudy26.png,75.9835,training
cloudy380.png,75.9835,training
cloudy130.png,75.9835,training
cloudy13.png,75.9835,training
cloudy124.png,75.9835,training
cloudy453.png,75.9835,training
cloudy204.png,75.9835,training
cloudy160.png,75.9835,training
cloudy374.png,75.9835,training
cloudy288.png,75.9835,training
cloudy268.png,75.9835,training
cloudy372.png,75.9835,training
cloudy480.png,75.9835,training
cloudy325.png,75.9835,training
cloudy250.png,75.9835,training
cloudy312.png,75.9835,training
cloudy499.png,75.9835,training
cloudy426.png,75.9835,training
cloudy395.png,75.9835,training
cloudy260.png,75.9835,training
cloudy233.png,75.9835,training
cloudy100.png,75.9835,training
cloudy404.png,75.9835,training
cloudy265.png,75.9835,training
cloudy16.png,75.9835,training
cloudy336.png,75.9835,training
cloudy460.png,75.9835,training
cloudy201.png,75.9835,training
cloudy194.png,75.9835,training
cloudy230.png,75.9835,training
cloudy126.png,75.9835,training
cloudy338.png,75.9835,training
cloudy409.png,75.9835,training
cloudy120.png,75.9835,training
cloudy344.png,75.9835,training
cloudy84.png,75.9835,training
cloudy282.png,75.9835,training
cloudy63.png,75.9835,training
cloudy150.png,75.9835,training
cloudy443.png,75.9835,training
cloudy19.png,75.9835,training
cloudy433.png,75.9835,training
cloudy362.png,75.9835,training
cloudy238.png,75.9835,training
cloudy422.png,75.9835,training
cloudy237.png,75.9835,training
cloudy320.png,75.9835,training
cloudy482.png,75.9835,training
cloudy102.png,75.9835,training
cloudy163.png,75.9835,training
cloudy196.png,75.9835,training
cloudy461.png,75.9835,training
cloudy109.png,75.9835,training
cloudy381.png,75.9835,training
cloudy208.png,75.9835,training
cloudy277.png,75.9835,training
cloudy494.png,75.9835,training
cloudy307.png,75.9835,training
cloudy306.png,75.9835,training
cloudy39.png,75.9835,training
cloudy290.png,75.9835,training
cloudy232.png,75.9835,training
cloudy438.png,75.9835,training
cloudy234.png,75.9835,training
cloudy46.png,75.9835,training
cloudy419.png,75.9835,training
cloudy173.png,75.9835,training
cloudy154.png,75.9835,training
cloudy432.png,75.9835,training
cloudy122.png,75.9835,training
cloudy127.png,75.9835,training
cloudy214.png,75.9835,training
cloudy133.png,75.9835,training
cloudy215.png,75.9835,training
cloudy371.png,75.9835,training
cloudy360.png,75.9835,training
cloudy20.png,75.9835,training
cloudy106.png,75.9835,training
cloudy49.png,75.9835,training
cloudy244.png,75.9835,training
cloudy44.png,75.9835,training
cloudy317.png,75.9835,training
cloudy478.png,75.9835,training
cloudy145.png,75.9835,training
cloudy61.png,75.9835,training
cloudy439.png,75.9835,training
cloudy488.png,75.9835,training
cloudy394.png,75.9835,training
cloudy407.png,75.9835,training
cloudy79.png,75.9835,training
cloudy323.png,75.9835,training
cloudy147.png,75.9835,training
cloudy262.png,75.9835,training
cloudy310.png,75.9835,training
cloudy225.png,75.9835,training
cloudy252.png,75.9835,training
cloudy171.png,75.9835,training
cloudy357.png,75.9835,training
cloudy496.png,75.9835,training
cloudy331.png,75.9835,training
cloudy361.png,75.9835,training
cloudy97.png,75.9835,training
cloudy319.png,75.9835,training
cloudy484.png,75.9835,training
cloudy454.png,75.9835,training
cloudy415.png,75.9835,training
cloudy343.png,75.9835,training
cloudy391.png,75.9835,training
cloudy228.png,75.9835,training
cloudy14.png,75.9835,training
cloudy98.png,75.9835,training
cloudy393.png,75.9835,training
cloudy474.png,75.9835,training
cloudy326.png,75.9835,training
cloudy486.png,75.9835,training
cloudy280.png,75.9835,training
cloudy424.png,75.9835,training
cloudy428.png,75.9835,training
cloudy284.png,75.9835,training
cloudy479.png,75.9835,training
cloudy88.png,75.9835,training
cloudy57.png,75.9835,training
cloudy89.png,75.9835,training
cloudy43.png,75.9835,training
cloudy169.png,75.9835,training
cloudy256.png,75.9835,training
cloudy185.png,75.9835,training
cloudy302.png,75.9835,training
cloudy231.png,75.9835,training
cloudy12.png,75.9835,training
cloudy190.png,75.9835,training
cloudy172.png,75.9835,training
cloudy45.png,75.9835,training
cloudy108.png,75.9835,training
cloudy75.png,75.9835,training
cloudy448.png,75.9835,training
cloudy242.png,75.9835,training
cloudy140.png,75.9835,training
cloudy121.png,75.9835,training
cloudy181.png,75.9835,training
cloudy174.png,75.9835,training
cloudy11.png,75.9835,training
cloudy298.png,75.9835,training
cloudy445.png,75.9835,training
cloudy333.png,75.9835,training
cloudy275.png,75.9835,training
cloudy259.png,75.9835,training
cloudy392.png,75.9835,training
cloudy99.png,75.9835,training
cloudy164.png,75.9835,training
cloudy80.png,75.9835,training
cloudy96.png,75.9835,training
cloudy71.png,75.9835,training
cloudy303.png,75.9835,training
cloudy355.png,75.9835,training
cloudy74.png,75.9835,training
cloudy82.png,75.9835,training
cloudy459.png,75.9835,training
cloudy276.png,75.9835,training
cloudy485.png,75.9835,training
cloudy385.png,75.9835,training
cloudy222.png,75.9835,training
cloudy8.png,75.9835,training
cloudy73.png,75.9835,training
cloudy255.png,75.9835,training
cloudy481.png,75.9835,training
cloudy349.png,75.9835,training
cloudy187.png,75.9835,training
cloudy263.png,75.9835,training
cloudy270.png,75.9835,training
cloudy369.png,75.9835,training
cloudy273.png,75.9835,training
cloudy139.png,75.9835,training
cloudy37.png,75.9835,training
cloudy50.png,75.9835,training
cloudy359.png,75.9835,training
cloudy487.png,75.9835,training
cloudy216.png,75.9835,training
cloudy129.png,75.9835,training
cloudy291.png,75.9835,training
cloudy493.png,75.9835,training
cloudy30.png,75.9835,training
cloudy52.png,75.9835,training
cloudy83.png,75.9835,training
cloudy56.png,75.9835,training
cloudy95.png,75.9835,training
cloudy60.png,75.9835,training
cloudy148.png,75.9835,training
cloudy430.png,75.9835,training
cloudy146.png,75.9835,training
cloudy370.png,75.9835,training
cloudy261.png,75.9835,training
cloudy116.png,75.9835,training
cloudy28.png,75.9835,training
cloudy175.png,75.9835,training
cloudy92.png,75.9835,training
cloudy450.png,75.9835,training
cloudy458.png,75.9835,training
cloudy211.png,75.9835,training
cloudy6.png,75.9835,training
cloudy183.png,75.9835,training
cloudy457.png,75.9835,training
cloudy379.png,75.9835,training
cloudy285.png,75.9835,training
cloudy447.png,75.9835,training
cloudy314.png,75.9835,training
cloudy304.png,75.9835,training
cloudy18.png,75.9835,training
cloudy186.png,75.9835,training
cloudy248.png,75.9835,training
cloudy212.png,75.9835,training
cloudy292.png,75.9835,training
cloudy278.png,75.9835,training
cloudy94.png,75.9835,training
cloudy149.png,75.9835,training
cloudy32.png,75.9835,training
cloudy42.png,75.9835,training
cloudy115.png,75.9835,training
cloudy378.png,75.9835,training
cloudy206.png,75.9835,training
cloudy423.png,75.9835,training
cloudy266.png,75.9835,training
cloudy203.png,75.9835,training
cloudy23.png,75.9835,training
cloudy286.png,75.9835,training
cloudy191.png,75.9835,training
cloudy294.png,75.9835,training
cloudy335.png,75.9835,training
cloudy446.png,75.9835,training
cloudy414.png,75.9835,training
cloudy495.png,75.9835,training
cloudy356.png,75.9835,training
cloudy403.png,75.9835,training
cloudy408.png,75.9835,training
cloudy340.png,75.9835,training
cloudy476.png,75.9835,training
cloudy155.png,75.9835,training
cloudy168.png,75.9835,training
cloudy350.png,75.9835,training
cloudy427.png,75.9835,training
cloudy177.png,75.9835,training
cloudy322.png,75.9835,training
cloudy436.png,75.9835,training
cloudy257.png,75.9835,training
cloudy47.png,75.9835,training
cloudy235.png,75.9835,training
cloudy226.png,75.9835,training
cloudy341.png,75.9835,training
cloudy274.png,75.9835,training
cloudy64.png,75.9835,training
cloudy396.png,75.9835,training
cloudy162.png,75.9835,training
cloudy31.png,75.9835,training
cloudy128.png,75.9835,training
cloudy70.png,75.9835,training
cloudy466.png,75.9835,training
cloudy65.png,75.9835,training
cloudy3.png,75.9835,training
cloudy490.png,75.9835,training
cloudy311.png,75.9835,training
cloudy34.png,75.9835,training
cloudy137.png,75.9835,training
cloudy112.png,75.9835,training
cloudy249.png,75.9835,training
cloudy308.png,75.9835,training
cloudy281.png,75.9835,training
cloudy103.png,75.9835,training
cloudy156.png,75.9835,training
cloudy48.png,75.9835,training
cloudy205.png,75.9835,training
cloudy68.png,75.9835,training
cloudy192.png,75.9835,training
cloudy76.png,75.9835,training
cloudy346.png,75.9835,training
cloudy110.png,75.9835,training
cloudy365.png,75.9835,training
cloudy152.png,75.9835,training
cloudy78.png,75.9835,training
cloudy10.png,75.9835,training
cloudy328.png,75.9835,training
cloudy483.png,75.9835,training
cloudy375.png,75.9835,training
cloudy111.png,75.9835,training
cloudy354.png,75.9835,training
cloudy309.png,75.9835,training
cloudy289.png,75.9835,training
cloudy22.png,75.9835,training
cloudy91.png,75.9835,training
cloudy36.png,75.9835,training
cloudy387.png,75.9835,training
cloudy38.png,75.9835,training
cloudy188.png,75.9835,training
cloudy283.png,75.9835,training
cloudy159.png,75.9835,training
cloudy258.png,75.9835,training
cloudy388.png,75.9835,training
cloudy93.png,75.9835,training
cloudy327.png,75.9835,training
cloudy33.png,75.9835,training
cloudy491.png,75.9835,training
cloudy269.png,75.9835,training
cloudy334.png,75.9835,training
cloudy299.png,75.9835,training
cloudy184.png,75.9835,training
cloudy318.png,75.9835,training
cloudy315.png,75.9835,training
cloudy373.png,75.9835,training
cloudy353.png,75.9835,training
cloudy401.png,75.9835,training
cloudy166.png,75.9835,training
cloudy383.png,75.9835,training
cloudy243.png,75.9835,training
cloudy236.png,75.9835,training
cloudy329.png,75.9835,training
cloudy451.png,75.9835,training
cloudy301.png,75.9835,training
cloudy296.png,75.9835,training
cloudy293.png,75.9835,training
cloudy117.png,75.9835,training
cloudy295.png,75.9835,training
cloudy81.png,75.9835,training
cloudy180.png,75.9835,training
cloudy363.png,75.9835,training
cloudy189.png,75.9835,training
cloudy58.png,75.9835,training
cloudy405.png,75.9835,training
cloudy435.png,75.9835,training
cloudy132.png,75.9835,training
cloudy297.png,75.9835,training
cloudy398.png,75.9835,training
cloudy165.png,75.9835,training
cloudy143.png,75.9835,training
cloudy272.png,75.9835,training
cloudy136.png,75.9835,training
cloudy271.png,75.9835,test
cloudy440.png,75.9835,test
cloudy442.png,75.9835,test
cloudy437.png,75.9835,test
cloudy62.png,75.9835,test
cloudy113.png,75.9835,test
cloudy279.png,75.9835,test
cloudy313.png,75.9835,test
cloudy142.png,75.9835,test
cloudy431.png,75.9835,test
cloudy178.png,75.9835,test
cloudy90.png,75.9835,test
cloudy246.png,75.9835,test
cloudy53.png,75.9835,test
cloudy420.png,75.9835,test
cloudy402.png,75.9835,test
cloudy434.png,75.9835,test
cloudy366.png,75.9835,test
cloudy4.png,75.9835,test
cloudy348.png,75.9835,test
cloudy489.png,75.9835,test
cloudy400.png,75.9835,test
cloudy40.png,75.9835,test
cloudy406.png,75.9835,test
cloudy469.png,75.9835,test
cloudy176.png,75.9835,test
cloudy131.png,75.9835,test
cloudy449.png,75.9835,test
cloudy418.png,75.9835,test
cloudy153.png,75.9835,test
cloudy240.png,75.9835,test
cloudy386.png,75.9835,test
cloudy21.png,75.9835,test
cloudy218.png,75.9835,test
cloudy200.png,75.9835,test
cloudy158.png,75.9835,test
cloudy107.png,75.9835,test
cloudy101.png,75.9835,test
cloudy367.png,75.9835,test
cloudy410.png,75.9835,test
cloudy199.png,75.9835,test
cloudy167.png,75.9835,test
cloudy397.png,75.9835,test
cloudy300.png,75.9835,test
cloudy267.png,75.9835,test
cloudy195.png,75.9835,test
cloudy475.png,75.9835,test
cloudy24.png,75.9835,test
cloudy209.png,75.9835,test
cloudy51.png,75.9835,test
cloudy384.png,75.9835,validation
cloudy264.png,75.9835,validation
cloudy468.png,75.9835,validation
cloudy471.png,75.9835,validation
cloudy170.png,75.9835,validation
cloudy202.png,75.9835,validation
cloudy339.png,75.9835,validation
cloudy347.png,75.9835,validation
cloudy368.png,75.9835,validation
cloudy223.png,75.9835,validation
cloudy77.png,75.9835,validation
cloudy316.png,75.9835,validation
cloudy465.png,75.9835,validation
cloudy382.png,75.9835,validation
cloudy197.png,75.9835,validation
cloudy118.png,75.9835,validation
cloudy305.png,75.9835,validation
cloudy182.png,75.9835,validation
cloudy72.png,75.9835,validation
cloudy497.png,75.9835,validation
cloudy463.png,75.9835,validation
cloudy144.png,75.9835,validation
cloudy245.png,75.9835,validation
cloudy332.png,75.9835,validation
cloudy224.png,75.9835,validation
cloudy229.png,75.9835,validation
cloudy125.png,75.9835,validation
cloudy227.png,75.9835,validation
cloudy29.png,75.9835,validation
cloudy429.png,75.9835,validation
cloudy444.png,75.9835,validation
cloudy470.png,75.9835,validation
cloudy27.png,75.9835,validation
cloudy321.png,75.9835,validation
cloudy416.png,75.9835,validation
cloudy86.png,75.9835,validation
cloudy441.png,75.9835,validation
cloudy425.png,75.9835,validation
cloudy135.png,75.9835,validation
cloudy54.png,75.9835,validation
cloudy213.png,75.9835,validation
cloudy352.png,75.9835,validation
cloudy472.png,75.9835,validation
cloudy219.png,75.9835,validation
cloudy376.png,75.9835,validation
cloudy358.png,75.9835,validation
cloudy254.png,75.9835,validation
cloudy330.png,75.9835,validation
cloudy85.png,75.9835,validation
cloudy241.png,75.9835,validation
drizzle107.png,46.1647,training
drizzle260.png,46.1647,training
drizzle327.png,46.1647,training
drizzle225.png,46.1647,training
drizzle54.png,46.1647,training
drizzle265.png,46.1647,training
drizzle369.png,46.1647,training
drizzle283.png,46.1647,training
drizzle22.png,46.1647,training
drizzle101.png,46.1647,training
drizzle121.png,46.1647,training
drizzle387.png,46.1647,training
drizzle229.png,46.1647,training
drizzle103.png,46.1647,training
drizzle70.png,46.1647,training
drizzle63.png,46.1647,training
drizzle210.png,46.1647,training
drizzle245.png,46.1647,training
drizzle150.png,46.1647,training
drizzle134.png,46.1647,training
drizzle83.png,46.1647,training
drizzle466.png,46.1647,training
drizzle358.png,46.1647,training
drizzle282.png,46.1647,training
drizzle483.png,46.1647,training
drizzle380.png,46.1647,training
drizzle445.png,46.1647,training
drizzle81.png,46.1647,training
drizzle365.png,46.1647,training
drizzle297.png,46.1647,training
drizzle485.png,46.1647,training
drizzle32.png,46.1647,training
drizzle11.png,46.1647,training
drizzle163.png,46.1647,training
drizzle116.png,46.1647,training
drizzle141.png,46.1647,training
drizzle313.png,46.1647,training
drizzle415.png,46.1647,training
drizzle286.png,46.1647,training
drizzle315.png,46.1647,training
drizzle437.png,46.1647,training
drizzle471.png,46.1647,training
drizzle233.png,46.1647,training
drizzle108.png,46.1647,training
drizzle371.png,46.1647,training
drizzle87.png,46.1647,training
drizzle174.png,46.1647,training
drizzle64.png,46.1647,training
drizzle9.png,46.1647,training
drizzle355.png,46.1647,training
drizzle96.png,46.1647,training
drizzle202.png,46.1647,training
drizzle328.png,46.1647,training
drizzle459.png,46.1647,training
drizzle334.png,46.1647,training
drizzle84.png,46.1647,training
drizzle413.png,46.1647,training
drizzle288.png,46.1647,training
drizzle434.png,46.1647,training
drizzle55.png,46.1647,training
drizzle72.png,46.1647,training
drizzle285.png,46.1647,training
drizzle125.png,46.1647,training
drizzle160.png,46.1647,training
drizzle266.png,46.1647,training
drizzle104.png,46.1647,training
drizzle469.png,46.1647,training
drizzle192.png,46.1647,training
drizzle166.png,46.1647,training
drizzle382.png,46.1647,training
drizzle155.png,46.1647,training
drizzle366.png,46.1647,training
drizzle435.png,46.1647,training
drizzle61.png,46.1647,training
drizzle378.png,46.1647,training
drizzle171.png,46.1647,training
drizzle13.png,46.1647,training
drizzle28.png,46.1647,training
drizzle226.png,46.1647,training
drizzle165.png,46.1647,training
drizzle384.png,46.1647,training
drizzle143.png,46.1647,training
drizzle190.png,46.1647,training
drizzle65.png,46.1647,training
drizzle375.png,46.1647,training
drizzle120.png,46.1647,training
drizzle349.png,46.1647,training
drizzle50.png,46.1647,training
drizzle85.png,46.1647,training
drizzle276.png,46.1647,training
drizzle89.png,46.1647,training
drizzle177.png,46.1647,training
drizzle293.png,46.1647,training
drizzle298.png,46.1647,training
drizzle144.png,46.1647,training
drizzle441.png,46.1647,training
drizzle423.png,46.1647,training
drizzle261.png,46.1647,training
drizzle410.png,46.1647,training
drizzle329.png,46.1647,training
drizzle156.png,46.1647,training
drizzle417.png,46.1647,training
drizzle113.png,46.1647,training
drizzle314.png,46.1647,training
drizzle124.png,46.1647,training
drizzle427.png,46.1647,training
drizzle182.png,46.1647,training
drizzle392.png,46.1647,training
drizzle473.png,46.1647,training
drizzle456.png,46.1647,training
drizzle275.png,46.1647,training
drizzle395.png,46.1647,training
drizzle264.png,46.1647,training
drizzle300.png,46.1647,training
drizzle462.png,46.1647,training
drizzle373.png,46.1647,training
drizzle53.png,46.1647,training
drizzle74.png,46.1647,training
drizzle291.png,46.1647,training
drizzle419.png,46.1647,training
drizzle10.png,46.1647,training
drizzle128.png,46.1647,training
drizzle250.png,46.1647,training
drizzle159.png,46.1647,training
drizzle402.png,46.1647,training
drizzle214.png,46.1647,training
drizzle489.png,46.1647,training
drizzle386.png,46.1647,training
drizzle270.png,46.1647,training
drizzle249.png,46.1647,training
drizzle254.png,46.1647,training
drizzle237.png,46.1647,training
drizzle477.png,46.1647,training
drizzle181.png,46.1647,training
drizzle4.png,46.1647,training
drizzle215.png,46.1647,training
drizzle325.png,46.1647,training
drizzle474.png,46.1647,training
drizzle268.png,46.1647,training
drizzle230.png,46.1647,training
drizzle321.png,46.1647,training
drizzle452.png,46.1647,training
drizzle193.png,46.1647,training
drizzle460.png,46.1647,training
drizzle289.png,46.1647,training
drizzle77.png,46.1647,training
drizzle203.png,46.1647,training
drizzle482.png,46.1647,training
drizzle6.png,46.1647,training
drizzle34.png,46.1647,training
drizzle412.png,46.1647,training
drizzle217.png,46.1647,training
drizzle191.png,46.1647,training
drizzle262.png,46.1647,training
drizzle197.png,46.1647,training
drizzle494.png,46.1647,training
drizzle251.png,46.1647,training
drizzle491.png,46.1647,training
drizzle438.png,46.1647,training
drizzle416.png,46.1647,training
drizzle66.png,46.1647,training
drizzle187.png,46.1647,training
drizzle221.png,46.1647,training
drizzle200.png,46.1647,training
drizzle263.png,46.1647,training
drizzle149.png,46.1647,training
drizzle91.png,46.1647,training
drizzle52.png,46.1647,training
drizzle455.png,46.1647,training
drizzle311.png,46.1647,training
drizzle440.png,46.1647,training
drizzle247.png,46.1647,training
drizzle296.png,46.1647,training
drizzle130.png,46.1647,training
drizzle324.png,46.1647,training
drizzle338.png,46.1647,training
drizzle207.png,46.1647,training
drizzle284.png,46.1647,training
drizzle15.png,46.1647,training
drizzle357.png,46.1647,training
drizzle151.png,46.1647,training
drizzle169.png,46.1647,training
drizzle8.png,46.1647,training
drizzle175.png,46.1647,training
drizzle152.png,46.1647,training
drizzle119.png,46.1647,training
drizzle98.png,46.1647,training
drizzle137.png,46.1647,training
drizzle147.png,46.1647,training
drizzle59.png,46.1647,training
drizzle310.png,46.1647,training
drizzle294.png,46.1647,training
drizzle400.png,46.1647,training
drizzle69.png,46.1647,training
drizzle90.png,46.1647,training
drizzle468.png,46.1647,training
drizzle446.png,46.1647,training
drizzle126.png,46.1647,training
drizzle429.png,46.1647,training
drizzle487.png,46.1647,training
drizzle38.png,46.1647,training
drizzle388.png,46.1647,training
drizzle132.png,46.1647,training
drizzle479.png,46.1647,training
drizzle361.png,46.1647,training
drizzle44.png,46.1647,training
drizzle354.png,46.1647,training
drizzle359.png,46.1647,training
drizzle47.png,46.1647,training
drizzle140.png,46.1647,training
drizzle29.png,46.1647,training
drizzle436.png,46.1647,training
drizzle241.png,46.1647,training
drizzle231.png,46.1647,training
drizzle370.png,46.1647,training
drizzle277.png,46.1647,training
drizzle461.png,46.1647,training
drizzle246.png,46.1647,training
drizzle114.png,46.1647,training
drizzle303.png,46.1647,training
drizzle131.png,46.1647,training
drizzle444.png,46.1647,training
drizzle67.png,46.1647,training
drizzle218.png,46.1647,training
drizzle408.png,46.1647,training
drizzle331.png,46.1647,training
drizzle342.png,46.1647,training
drizzle448.png,46.1647,training
drizzle257.png,46.1647,training
drizzle495.png,46.1647,training
drizzle168.png,46.1647,training
drizzle353.png,46.1647,training
drizzle443.png,46.1647,training
drizzle220.png,46.1647,training
drizzle259.png,46.1647,training
drizzle497.png,46.1647,training
drizzle3.png,46.1647,training
drizzle106.png,46.1647,training
drizzle239.png,46.1647,training
drizzle281.png,46.1647,training
drizzle100.png,46.1647,training
drizzle403.png,46.1647,training
drizzle97.png,46.1647,training
drizzle57.png,46.1647,training
drizzle12.png,46.1647,training
drizzle43.png,46.1647,training
drizzle248.png,46.1647,training
drizzle27.png,46.1647,training
drizzle368.png,46.1647,training
drizzle228.png,46.1647,training
drizzle406.png,46.1647,training
drizzle267.png,46.1647,training
drizzle186.png,46.1647,training
drizzle198.png,46.1647,training
drizzle252.png,46.1647,training
drizzle206.png,46.1647,training
drizzle223.png,46.1647,training
drizzle498.png,46.1647,training
drizzle68.png,46.1647,training
drizzle154.png,46.1647,training
drizzle490.png,46.1647,training
drizzle411.png,46.1647,training
drizzle242.png,46.1647,training
drizzle364.png,46.1647,training
drizzle122.png,46.1647,training
drizzle185.png,46.1647,training
drizzle123.png,46.1647,training
drizzle424.png,46.1647,training
drizzle430.png,46.1647,training
drizzle396.png,46.1647,training
drizzle35.png,46.1647,training
drizzle320.png,46.1647,training
drizzle481.png,46.1647,training
drizzle299.png,46.1647,training
drizzle351.png,46.1647,training
drizzle496.png,46.1647,training
drizzle390.png,46.1647,training
drizzle475.png,46.1647,training
drizzle26.png,46.1647,training
drizzle407.png,46.1647,training
drizzle111.png,46.1647,training
drizzle201.png,46.1647,training
drizzle258.png,46.1647,training
drizzle129.png,46.1647,training
drizzle304.png,46.1647,training
drizzle170.png,46.1647,training
drizzle418.png,46.1647,training
drizzle19.png,46.1647,training
drizzle58.png,46.1647,training
drizzle24.png,46.1647,training
drizzle92.png,46.1647,training
drizzle253.png,46.1647,training
drizzle2.png,46.1647,training
drizzle224.png,46.1647,training
drizzle431.png,46.1647,training
drizzle256.png,46.1647,training
drizzle178.png,46.1647,training
drizzle352.png,46.1647,training
drizzle478.png,46.1647,training
drizzle492.png,46.1647,training
drizzle499.png,46.1647,training
drizzle227.png,46.1647,training
drizzle195.png,46.1647,training
drizzle405.png,46.1647,training
drizzle393.png,46.1647,training
drizzle117.png,46.1647,training
drizzle339.png,46.1647,training
drizzle306.png,46.1647,training
drizzle194.png,46.1647,training
drizzle476.png,46.1647,training
drizzle464.png,46.1647,training
drizzle235.png,46.1647,training
drizzle318.png,46.1647,training
drizzle377.png,46.1647,training
drizzle488.png,46.1647,training
drizzle295.png,46.1647,training
drizzle345.png,46.1647,training
drizzle335.png,46.1647,training
drizzle279.png,46.1647,training
drizzle379.png,46.1647,training
drizzle348.png,46.1647,training
drizzle153.png,46.1647,training
drizzle80.png,46.1647,training
drizzle18.png,46.1647,training
drizzle244.png,46.1647,training
drizzle209.png,46.1647,training
drizzle420.png,46.1647,training
drizzle7.png,46.1647,training
drizzle376.png,46.1647,training
drizzle189.png,46.1647,training
drizzle301.png,46.1647,training
drizzle73.png,46.1647,training
drizzle404.png,46.1647,training
drizzle222.png,46.1647,training
drizzle36.png,46.1647,training
drizzle75.png,46.1647,training
drizzle188.png,46.1647,training
drizzle309.png,46.1647,training
drizzle350.png,46.1647,training
drizzle93.png,46.1647,training
drizzle157.png,46.1647,training
drizzle409.png,46.1647,training
drizzle110.png,46.1647,training
drizzle287.png,46.1647,training
drizzle274.png,46.1647,training
drizzle5.png,46.1647,training
drizzle360.png,46.1647,training
drizzle458.png,46.1647,training
drizzle330.png,46.1647,training
drizzle21.png,46.1647,training
drizzle238.png,46.1647,training
drizzle308.png,46.1647,training
drizzle208.png,46.1647,training
drizzle493.png,46.1647,training
drizzle450.png,46.1647,training
drizzle212.png,46.1647,training
drizzle82.png,46.1647,training
drizzle333.png,46.1647,training
drizzle62.png,46.1647,training
drizzle115.png,46.1647,training
drizzle305.png,46.1647,training
drizzle133.png,46.1647,training
drizzle273.png,46.1647,training
drizzle167.png,46.1647,training
drizzle317.png,46.1647,training
drizzle145.png,46.1647,training
drizzle344.png,46.1647,training
drizzle99.png,46.1647,training
drizzle31.png,46.1647,training
drizzle433.png,46.1647,training
drizzle234.png,46.1647,training
drizzle421.png,46.1647,training
drizzle454.png,46.1647,training
drizzle302.png,46.1647,training
drizzle20.png,46.1647,training
drizzle271.png,46.1647,training
drizzle391.png,46.1647,training
drizzle426.png,46.1647,training
drizzle467.png,46.1647,training
drizzle449.png,46.1647,training
drizzle45.png,46.1647,training
drizzle240.png,46.1647,training
drizzle362.png,46.1647,training
drizzle363.png,46.1647,training
drizzle23.png,46.1647,training
drizzle148.png,46.1647,training
drizzle17.png,46.1647,training
drizzle164.png,46.1647,training
drizzle322.png,46.1647,training
drizzle139.png,46.1647,training
drizzle46.png,46.1647,training
drizzle183.png,46.1647,training
drizzle78.png,46.1647,training
drizzle199.png,46.1647,training
drizzle180.png,46.1647,training
drizzle179.png,46.1647,training
drizzle486.png,46.1647,training
drizzle414.png,46.1647,training
drizzle463.png,46.1647,training
drizzle176.png,46.1647,training
drizzle292.png,46.1647,test
drizzle118.png,46.1647,test
drizzle341.png,46.1647,test
drizzle332.png,46.1647,test
drizzle172.png,46.1647,test
drizzle381.png,46.1647,test
drizzle49.png,46.1647,test
drizzle138.png,46.1647,test
drizzle173.png,46.1647,test
drizzle255.png,46.1647,test
drizzle465.png,46.1647,test
drizzle79.png,46.1647,test
drizzle60.png,46.1647,test
drizzle425.png,46.1647,test
drizzle422.png,46.1647,test
drizzle42.png,46.1647,test
drizzle398.png,46.1647,test
drizzle442.png,46.1647,test
drizzle127.png,46.1647,test
drizzle457.png,46.1647,test
drizzle33.png,46.1647,test
